"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","recursos_de_partido_politico","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","situacao"
2010,90000000606,"FÁBIO TOKARSKI","GO","PC do B",80,79,402052.13,5025.65,65764.44,140900,150000,7000,38387.69,179,166,405946.91,2267.86,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","nao_eleito"
2010,90000000607,"GALENO PEREIRA GUIMARÃES","GO","PT",8,8,21001.62,2625.2,3687.9,0,5900,11413.72,0,17,16,20832.3,1225.43,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2010,90000000608,"IRIS DE ARAUJO REZENDE MACHADO","GO","PMDB",45,44,2356840.9,52374.24,322112.9,76820,664100,453808,840000,3742,3661,2242361.31,599.24,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","ADMINISTRADOR","eleito"
2010,90000000609,"ITAMAR DA SILVA LIMA","GO","PT",13,13,21960.9,1689.3,8350.9,3810,3000,6800,0,47,47,21860.4,465.11,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2010,90000000610,"JOAO BATISTA RIBEIRO DE QUEIROZ","GO","PMDB",2,2,1912.9,956.45,1912.9,0,0,0,0,2,2,1912.9,956.45,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL","nao_eleito"
2010,90000000611,"JOAO MENDES DE REZENDE","GO","PMDB",2,2,4612.9,2306.45,1612.9,0,0,3000,0,13,13,4564.63,351.13,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO","nao_eleito"
2010,90000000613,"JOSÉ SEBBA JUNIOR","GO","PT",16,16,162199.98,10137.5,300,94399.98,25000,14000,28500,72,68,151199.98,2100,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2010,90000000614,"LAZARO ADELMO MENDONCA","GO","PMDB",15,8,8251,550.07,0,1371,0,6880,0,15,8,3251,216.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BANCÁRIO E ECONOMIÁRIO","nao_eleito"
2010,90000000615,"LEANDRO VILELA VELLOSO","GO","PMDB",154,145,1974124.48,12818.99,120437.47,201767.41,1112599.6,134320,405000,4603,4008,1738612.38,377.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS","eleito"
2010,90000000617,"MARINA PIGNATARO SANTANA","GO","PT",59,57,726229,12308.97,290424,180055,9000,4750,242000,208,163,609232.57,2929,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO","nao_eleito"
2010,90000000618,"MUSTAFÁ LIMA DE ARAÚJO","GO","PT",17,17,24927.9,1466.35,3987.9,10220,0,10720,0,34,27,24434.02,718.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2010,90000000619,"PEDRO AFONSO DE FREITAS","GO","PT",2,2,2262.9,1131.45,2262.9,0,0,0,0,2,2,2262.9,1131.45,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SEPARADO(A) JUDICIALMENTE","COMERCIANTE","nao_eleito"
2010,90000000620,"PEDRO DAMIÃO PEREIRA","GO","PT",4,3,2975,743.75,2975,0,0,0,0,5,4,2425,485,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2010,90000000621,"PEDRO PINHEIRO CHAVES","GO","PMDB",55,52,1258679.26,22885.08,130852.9,199050,387859.87,390916.49,150000,1049,971,1150329.79,1096.6,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","eleito"
2010,90000000623,"RUBENS OTONI GOMIDE","GO","PT",133,115,1058490.75,7958.58,2095.15,326957.5,434790,199648.1,95000,546,487,952732.37,1744.93,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,90000000624,"SORMANI IRINEU RIBEIRO","GO","PT",17,10,21708.75,1276.99,2262.9,2280,0,17165.85,0,39,37,20658.75,529.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2010,90000000625,"THIAGO MELLO PEIXOTO DA SILVEIRA","GO","PMDB",125,118,2131713.17,17053.71,62502.95,471746.7,1117459.92,480003.6,0,4170,3534,1834207.36,439.86,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","eleito"
2010,90000000626,"WAGNER DA SILVA GUIMARAES","GO","PMDB",95,92,990023.64,10421.3,0,98023.64,1e+05,692000,1e+05,1500,1424,880798.64,587.2,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","AGRICULTOR","nao_eleito"
2010,90000000743,"FREDERICO CHARLES SABIO NASSIF","GO","PV",27,16,37105,1374.26,15700,21400,0,5,0,31,21,26905,867.9,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ENGENHEIRO","nao_eleito"
2010,90000000748,"VALMIRO BATISTA DO NASCIMENTO","GO","PV",1,1,500,500,500,0,0,0,0,1,1,500,500,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","nao_eleito"
2010,90000000770,"MARCO AURÉLIO DE ALMEIDA","GO","PTC",10,10,55730,5573,10720,45010,0,0,0,49,49,55730,1137.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS","nao_eleito"
2010,90000000771,"GÉRSON SANT ANA","GO","PHS",3,3,9800,3266.67,0,2000,0,7800,0,13,11,9497.1,730.55,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2010,90000000772,"CARLITO ALVES RODRIGUES","GO","PHS",5,5,4647,929.4,0,0,0,4647,0,5,5,4647,929.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2010,90000000777,"PAULO ELIAS CAD","GO","PHS",7,7,1633.38,233.34,0,510,0,1123.38,0,10,10,1633.38,163.34,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL","nao_eleito"
2010,90000000787,"JAIRO MARTINS DE SOUZA","GO","PTN",1,1,300,300,0,300,0,0,0,1,1,300,300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR","nao_eleito"
2010,90000000795,"JUVENAL BORGES DE ALMEIDA","GO","PHS",1,1,900,900,0,0,900,0,0,1,1,900,900,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2010,90000000796,"ELVIDIO ALVES RÊGO","GO","PHS",3,3,7687,2562.33,7687,0,0,0,0,3,3,7687,2562.33,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MILITAR REFORMADO","nao_eleito"
2010,90000000797,"NAIR FRANCISCO PIRES","GO","PHS",9,8,12420,1380,0,10620,1800,0,0,19,19,12420,653.68,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2010,90000000799,"MARCIO RIVAIR GUNTIJO","GO","PHS",3,3,11000,3666.67,0,6000,0,5000,0,35,27,7280,208,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","TÉCNICO EM INFORMÁTICA","nao_eleito"
2010,90000000810,"ERCILEY PIRES SANTANA","GO","PRTB",2,2,170000,85000,0,0,0,0,170000,48,47,155000,3229.17,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2010,90000000820,"PEPLIONIO FERREIRA PEREIRA","GO","PPS",5,5,2350,470,0,1600,750,0,0,5,5,2350,470,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR","nao_eleito"
2010,90000000824,"RICARDO FERREIRA DE SOUSA","GO","PMDB",2,2,2600,1300,0,0,0,2600,0,2,2,2600,1300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS","nao_eleito"
2010,90000000843,"GILBERTO PATRICIO DA SILVA","GO","DEM",1,1,1000,1000,1000,0,0,0,0,1,1,1000,1000,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","VIÚVO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES","nao_eleito"
2010,90000000861,"LAURO DE NADAI DA SILVA","GO","PMDB",2,2,1454,727,0,0,0,1454,0,2,2,1454,727,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","nao_eleito"
2010,90000000882,"JOSÉ MENDES RESENDE","GO","PSDB",2,2,5235,2617.5,5235,0,0,0,0,2,2,5235,2617.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS","nao_eleito"
2010,90000000901,"JOSE RENATO ALVIM DA SILVA","GO","PSDB",2,2,6045.66,3022.83,6045.66,0,0,0,0,2,2,6045.66,3022.83,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","nao_eleito"
2010,90000000906,"MARCOS AURÉLIO BARBOSA DA SILVEIRA","GO","PT",5,5,2923.03,584.61,2922.9,0,0,0.13,0,4,4,2922.9,730.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","JORNALISTA E REDATOR","nao_eleito"
2010,90000000908,"ADOLFO LOPES JAMEL EDIN","GO","DEM",3,3,4035.7,1345.23,0,0,0,4035.7,0,7,5,4017.85,573.98,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO","nao_eleito"
2010,100000000009,"ELOY NATAN SILVEIRA NASCIMENTO","MA","PSTU",3,3,1600,533.33,1300,300,0,0,0,3,3,1600,533.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BANCÁRIO E ECONOMIÁRIO","nao_eleito"
2010,100000000020,"CARLOS ORLEANS BRANDAO JUNIOR","MA","PSDB",18,18,181310.8,10072.82,2698.8,33000,45612,1e+05,0,40,40,181310.8,4532.77,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000021,"CELSO CORREA PINHO","MA","PSDB",1,1,3000,3000,0,0,0,3000,0,1,1,3000,3000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","ADVOGADO","nao_eleito"
2010,100000000023,"EDIVALDO DE HOLANDA BRAGA JUNIOR","MA","PTC",29,28,101575,3502.59,0,88475,0,13100,0,46,41,90478.3,1966.92,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","eleito"
2010,100000000024,"EDMILSON SANCHES","MA","PSDB",1,1,2800,2800,0,0,0,2800,0,2,2,2800,1400,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","nao_eleito"
2010,100000000026,"FERNANDO TELES ANTUNES","MA","PDT",24,23,127362.24,5306.76,2698.8,5150.4,7500,112013.04,0,101,98,127325.54,1260.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2010,100000000028,"HELIO BATISTA DOS SANTOS","MA","PSDB",38,38,416051.7,10948.73,0,337768.95,78282.75,0,0,51,47,412451.7,8087.29,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PECUARISTA","eleito"
2010,100000000029,"JOANICIO AMORIM ARAUJO","MA","PTC",5,5,18298.8,3659.76,2698.8,4100,11500,0,0,8,8,18298.8,2287.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2010,100000000030,"JOAQUIM JORGE MARTINS ARAUJO","MA","PTC",1,1,1500,1500,0,0,0,1500,0,6,6,1500,250,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2010,100000000031,"JORGE HENRIQUE ROCHA CAMPOS","MA","PTC",2,2,2898.8,1449.4,2698.8,200,0,0,0,2,2,2898.8,1449.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2010,100000000032,"JOSE ELEONILDO SOARES","MA","PSDB",64,60,424734.26,6636.47,2250,156850,11898.8,233735.46,20000,161,158,407734.26,2532.51,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO","eleito"
2010,100000000034,"JOSÉ ORLANDO DOS SANTOS CARVALHO","MA","PTC",1,1,2698.8,2698.8,2698.8,0,0,0,0,1,1,2698.8,2698.8,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2010,100000000035,"JOÃO EVILASIO SILVA","MA","PTC",1,1,2698.8,2698.8,2698.8,0,0,0,0,1,1,2698.8,2698.8,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","ELETRICISTA E ASSEMELHADOS","nao_eleito"
2010,100000000038,"JULIÃO AMIN CASTRO","MA","PDT",14,11,470798.8,33628.49,2698.8,1600,20000,246500,2e+05,73,71,465649.58,6378.76,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","nao_eleito"
2010,100000000040,"KLEBER KLEPER FERRO LEITE FILHO","MA","PSDB",10,10,20200,2020,0,20200,0,0,0,58,29,20064.5,345.94,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2010,100000000042,"ORLANDO ARAUJO MENDES","MA","PDT",13,12,26007.9,2000.61,2698.8,3000,0,20309.1,0,61,49,24704.75,405,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2010,100000000043,"ORLANDO RANGEL PEREIRA RIBEIRO","MA","PDT",5,5,14298.8,2859.76,2698.8,0,0,11600,0,6,6,14294.6,2382.43,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","nao_eleito"
2010,100000000044,"RAIMUNDO MOACIR MENDES FEITOSA","MA","PDT",45,45,248043.6,5512.08,4498.8,82900,29244.8,131400,0,376,332,222333.6,591.31,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","nao_eleito"
2010,100000000046,"TELMA PINHEIRO RIBEIRO","MA","PSDB",10,10,138132.13,13813.21,2698.8,16433.33,110000,9000,0,25,24,132952.13,5318.09,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","nao_eleito"
2010,100000000047,"TEREZINHA DE OLIVEIRA AMARO","MA","PTC",1,1,2698.8,2698.8,2698.8,0,0,0,0,1,1,2698.8,2698.8,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","EMPRESÁRIO","nao_eleito"
2010,100000000049,"WEVERTON ROCHA MARQUES DE SOUSA","MA","PDT",19,17,273998.8,14420.99,32698.8,91300,0,0,150000,50,50,273998.8,5479.98,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR","nao_eleito"
2010,100000000275,"JOSE DE RIBAMAR REZO CARDOSO JUNIOR","MA","PSOL",2,2,640,320,500,0,0,140,0,3,3,640,213.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2010,100000000283,"FRANCISCO WILSON LEITE DA SILVA","MA","PSOL",9,9,5010,556.67,500,2460,0,2050,0,14,14,5003.15,357.37,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO EM INFORMÁTICA","nao_eleito"
2010,100000000286,"JOSEMAR LOPES DE SOUSA","MA","PSOL",8,8,5065,633.12,500,450,500,3615,0,8,8,5065,633.12,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIÁRIO","nao_eleito"
2010,100000000289,"ANTONIO CARLOS BACELAR NUNES","MA","PV",19,19,371902,19573.79,641,101640,0,269621,0,40,38,346838.6,8670.97,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","nao_eleito"
2010,100000000290,"ANTONIO DA CONCEIÇÃO COSTA FERREIRA","MA","PSC",18,16,419641,23313.39,40641,17500,45000,46500,270000,83,75,375565.82,4524.89,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2010,100000000291,"BERCKSON SANTOS RAMOS","MA","PR",2,2,941,470.5,641,0,0,300,0,2,2,941,470.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","REPRESENTANTE COMERCIAL","nao_eleito"
2010,100000000292,"CLEBER VERDE CORDEIRO MENDES","MA","PRB",41,39,336070,8196.83,220,96850,0,139000,1e+05,67,61,321063.8,4792,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000293,"CLÁUDIA REGINA DAS CHAGAS SOUSA","MA","PTB",11,11,14156.86,1286.99,641,9015.86,0,4500,0,9,9,14156.86,1572.98,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL","nao_eleito"
2010,100000000294,"DAVI ALVES SILVA JÚNIOR","MA","PR",8,4,638360,79795,0,0,26060,0,612300,187,175,628708.6,3362.08,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DEPUTADO","nao_eleito"
2010,100000000295,"DOMINGOS FRANCISCO DUTRA FILHO","MA","PT",60,57,129135.69,2152.26,8474.58,98860,1501.11,20300,0,95,84,117879.44,1240.84,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000296,"ERNESTO VIEIRA DE CARVALHO NETO","MA","PMDB",14,12,180571.33,12897.95,0,3000,177562.78,8.55,0,125,83,163167.26,1305.34,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","nao_eleito"
2010,100000000298,"FRANCISCA UERLY DOS SANTOS QUEIROZ","MA","PT",21,21,45284.58,2156.41,9149.58,36135,0,0,0,33,33,45271.58,1371.87,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL","nao_eleito"
2010,100000000299,"FRANCISCO JOSÉ ARAUJO","MA","PT",6,6,11664.58,1944.1,0,600,0,2590,8474.58,6,6,11521.38,1920.23,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO SUPERIOR","nao_eleito"
2010,100000000300,"FRANCISCO LUIZ ESCÓRCIO LIMA","MA","PMDB",22,20,1263641,57438.23,550641,41000,475000,2000,195000,103,102,1263141,12263.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2010,100000000301,"GASTÃO DIAS VIEIRA","MA","PMDB",16,12,953000,59562.5,0,33000,295000,75000,550000,110,97,779100,7082.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000303,"JOAS SILVA SANTOS","MA","PP",3,3,4158,1386,0,0,1158,3000,0,3,3,4158,1386,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR","nao_eleito"
2010,100000000304,"JOSE ALBERTO OLIVEIRA FILHO","MA","PMDB",21,18,144841,6897.19,641,96200,20000,28000,0,70,68,139271.35,1989.59,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR","eleito"
2010,100000000305,"JOSE RIBAMAR RODRIGUES FILHO","MA","PT",28,25,163863.58,5852.27,18474.58,42700,1189,11500,90000,33,30,158862.88,4814.03,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","COMERCIÁRIO","nao_eleito"
2010,100000000307,"JOSÉ RICARDO SILVEIRA MARQUES","MA","PMDB",10,10,14375,1437.5,641,6600,2134,5000,0,10,10,14375,1437.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2010,100000000308,"JOSÉ SARNEY FILHO","MA","PV",46,46,1144741,24885.67,641,78100,176000,35000,855000,107,100,1054741,9857.39,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000309,"JOSÉ VIEIRA LINS","MA","PR",37,32,333657.5,9017.77,641,22900,0,310116.5,0,109,89,314050.13,2881.19,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000310,"JÚLIO SIMÕES FILHO","MA","PR",1,1,641,641,641,0,0,0,0,1,1,641,641,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2010,100000000311,"LINDEMBERG DAVI ARAUJO","MA","PSC",4,4,9341,2335.25,641,0,0,8700,0,7,7,9341,1334.43,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","EMPRESÁRIO","nao_eleito"
2010,100000000312,"LINDON JOLKSON ARAUJO","MA","PR",1,1,641,641,641,0,0,0,0,1,1,641,641,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MILITAR REFORMADO","nao_eleito"
2010,100000000313,"LUCIANO FERNANDES MOREIRA","MA","PMDB",10,10,1172000,117200,2e+05,20000,402000,0,550000,161,111,1145724.99,7116.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","eleito"
2010,100000000314,"MARCIO ANIBAL GOMES VIEIRA","MA","DEM",15,15,22438,1495.87,641,11750,5587,4460,0,30,30,22438,747.93,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR","nao_eleito"
2010,100000000316,"MARIA LÚCIA MARINHO LIMA","MA","PV",17,15,43090,2534.71,0,24340,0,18750,0,19,17,38078.88,2004.15,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2010,100000000317,"MÁRIO HENRIQUE BORGES DE SOUZA","MA","DEM",5,5,26641,5328.2,641,1500,0,4500,20000,11,11,26624.66,2420.42,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","TERAPEUTA","nao_eleito"
2010,100000000318,"NEY JEFFERSON PEREIRA TEIXEIRA","MA","PT",7,6,59474.58,8496.37,8474.58,20000,3700,27300,0,26,23,48974.58,1883.64,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","AGRÔNOMO","nao_eleito"
2010,100000000319,"NICE LOBÃO","MA","DEM",11,11,397991,36181,0,6350,61000,130000,200641,30,28,351062.05,11702.07,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000320,"OSMAR DE ARAUJO COELHO","MA","PP",4,4,7700,1925,0,2700,0,5000,0,4,4,7700,1925,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2010,100000000321,"PAULO CELSO FONSECA MARINHO JÚNIOR","MA","PMDB",15,14,130150.24,8676.68,641,14410,40000,75099.24,0,32,29,117041.38,3657.54,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR","nao_eleito"
2010,100000000322,"PEDRO FERNANDES RIBEIRO","MA","PTB",28,27,547866,19566.64,80641,79725,387500,0,0,63,46,535772.5,8504.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2010,100000000323,"PEDRO NOVAIS LIMA","MA","PMDB",7,6,340641,48663,641,10000,0,80000,250000,281,248,300596.2,1069.74,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO","eleito"
2010,100000000324,"RAIMUNDO MONTEIRO DOS SANTOS","MA","PT",19,17,342374.58,18019.71,8474.58,33500,106200,4200,190000,26,24,318174.58,12237.48,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2010,100000000325,"RAIMUNDO NONATO DE SOUSA COSTA","MA","PTB",4,4,1391,347.75,641,750,0,0,0,4,4,1391,347.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","nao_eleito"
2010,100000000326,"RAIMUNDO NONATO SILVA JUNIOR","MA","PT",2,2,8824.58,4412.29,0,0,0,350,8474.58,3,3,8795.78,2931.93,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2010,100000000328,"SÉTIMO WAQUIM","MA","PMDB",25,24,473210.88,18928.44,6381,80200,128950,55879.88,201800,57,48,337656.75,5923.8,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","eleito"
